,location,elevation_m,Lat,Long,state,Date,SWE,Region,Prev_SWE,Delta_SWE
SNOTEL:646_MT_SNTL,Moss Peak,2066.5439453125,47.68492889404297,-113.9623031616211,Montana,2022-11-05,7.5,Greater_Glacier,3.4,4.1
SNOTEL:649_MT_SNTL,Mount Lockhart,1950.719970703125,47.91727066040039,-112.82379913330078,Montana,2022-11-05,2.1,Greater_Glacier,1.1,1.0
SNOTEL:657_MT_SNTL,N Fk Elk Creek,1905.0,46.87160110473633,-113.27725219726562,Montana,2022-11-05,1.4,Greater_Glacier,1.4,0.0
SNOTEL:664_MT_SNTL,Noisy Basin,1840.991943359375,48.15678024291992,-113.94637298583984,Montana,2022-11-05,8.2,Greater_Glacier,3.9,4.299999999999999
SNOTEL:667_MT_SNTL,North Fork Jocko,1929.384033203125,47.27259826660156,-113.75617218017578,Montana,2022-11-05,5.6,Greater_Glacier,2.1,3.4999999999999996
SNOTEL:693_MT_SNTL,Pike Creek,1807.4639892578125,48.30305099487305,-113.32868194580078,Montana,2022-11-05,0.2,Greater_Glacier,0.0,0.2
SNOTEL:847_MT_SNTL,Waldron,1706.8800048828125,47.91997909545898,-112.7908706665039,Montana,2022-11-05,0.6,Greater_Glacier,0.7,-0.09999999999999998
SNOTEL:876_MT_SNTL,Wood Creek,1816.6080322265625,47.44847106933594,-112.81427764892578,Montana,2022-11-05,0.5,Greater_Glacier,0.4,0.09999999999999998
SNOTEL:901_MT_SNTL,Stuart Mountain,2255.52001953125,46.99523162841797,-113.92664337158205,Montana,2022-11-05,3.5,Greater_Glacier,1.8,1.7
SNOTEL:1084_OR_SNTL,Miller Woods,128.01600646972656,45.24755096435547,-123.27562713623048,Oregon,2022-11-05,0.0,Or_Coast,0.0,0.0
SNOTEL:341_OR_SNTL,Big Red Mountain,1844.0400390625,42.05257034301758,-122.85487365722656,Oregon,2022-11-05,1.0,Or_Coast,0.5,0.5
SNOTEL:558_OR_SNTL,King Mountain,1322.83203125,42.72394943237305,-123.20037078857422,Oregon,2022-11-05,0.4,Or_Coast,0.0,0.4
SNOTEL:726_OR_SNTL,Saddle Mountain,947.927978515625,45.54476928710938,-123.37315368652344,Oregon,2022-11-05,0.0,Or_Coast,0.0,0.0
SNOTEL:743_OR_SNTL,Seine Creek,627.8880004882812,45.5268783569336,-123.29856872558594,Oregon,2022-11-05,0.3,Or_Coast,0.0,0.3
